Gender,Senior Citizen,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Contract,Monthly Charges,Churn,Tenure_group,Charges_per_tenure
Male,0,No,10,No,Yes,Fiber optic,One year,36,No,New,3.272727273
Female,0,No,18,Yes,No,DSL,One year,71,No,Medium,3.736842105
Male,0,No,30,Yes,No,DSL,Two year,19,No,Medium,0.612903226
Male,0,No,26,No,No,Fiber optic,One year,36,No,Medium,1.333333333
Female,0,No,58,Yes,Yes,DSL,Month-to-month,109,Yes,Loyal,1.847457627
Male,0,No,1,No,No,DSL,Month-to-month,30,Yes,New,15
Female,0,No,9,Yes,No,Fiber optic,Month-to-month,66,Yes,New,6.6
Female,0,No,50,Yes,No,DSL,Month-to-month,82,No,Loyal,1.607843137
Male,0,No,46,No,No,DSL,One year,31,No,Medium,0.659574468
Female,0,No,11,Yes,Yes,Fiber optic,Month-to-month,51,No,New,4.25
Male,0,No,37,Yes,No,Fiber optic,Month-to-month,70,No,Medium,1.842105263
Male,0,No,22,Yes,No,Fiber optic,Month-to-month,54,Yes,Medium,2.347826087
Male,0,No,67,Yes,Yes,Fiber optic,Month-to-month,26,No,Loyal,0.382352941
Male,0,No,1,Yes,Yes,DSL,Two year,20,No,New,10
Female,0,No,19,Yes,No,DSL,Two year,56,No,Medium,2.8
Female,1,No,9,Yes,Yes,DSL,Month-to-month,75,Yes,New,7.5
Male,0,No,70,Yes,No,Fiber optic,Month-to-month,99,No,Loyal,1.394366197
Male,0,No,1,Yes,No,DSL,One year,50,No,New,25
Female,0,No,39,No,Yes,Fiber optic,Two year,41,No,Medium,1.025
Male,0,No,2,Yes,No,DSL,Month-to-month,71,Yes,New,23.66666667
Female,1,No,49,Yes,No,DSL,Month-to-month,44,No,Loyal,0.88
Male,0,No,7,Yes,No,Fiber optic,Month-to-month,64,No,New,8
Male,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,46,Yes,New,23
Female,0,No,61,Yes,No,DSL,Two year,101,No,Loyal,1.629032258
Male,0,No,1,Yes,No,DSL,Two year,43,Yes,New,21.5
Female,1,No,40,Yes,Yes,Fiber optic,Month-to-month,92,No,Medium,2.243902439
Female,0,No,71,Yes,Yes,Fiber optic,Month-to-month,24,No,Loyal,0.333333333
Male,0,No,24,Yes,Yes,DSL,Month-to-month,90,Yes,Medium,3.6
Female,0,No,14,Yes,Yes,Fiber optic,Month-to-month,50,No,Medium,3.333333333
Female,1,No,61,Yes,Yes,Fiber optic,Month-to-month,94,No,Loyal,1.516129032
Female,1,No,44,Yes,Yes,DSL,Month-to-month,75,No,Medium,1.666666667
Female,0,No,70,Yes,Yes,DSL,Two year,20,No,Loyal,0.281690141
Female,0,No,18,Yes,Yes,Fiber optic,Month-to-month,74,No,Medium,3.894736842
Male,0,Yes,12,Yes,Yes,DSL,Two year,74,Yes,New,5.692307692
Male,1,No,66,Yes,No,DSL,Month-to-month,107,No,Loyal,1.597014925
Male,0,Yes,61,Yes,Yes,DSL,Two year,21,No,Loyal,0.338709677
Female,0,No,42,Yes,No,DSL,One year,86,No,Medium,2
Female,0,No,54,Yes,No,DSL,One year,95,No,Loyal,1.727272727
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,20,No,New,5
Male,0,No,69,Yes,Yes,DSL,Two year,54,No,Loyal,0.771428571
Female,0,No,3,Yes,Yes,Fiber optic,One year,20,No,New,5
Female,0,No,7,Yes,Yes,Fiber optic,Month-to-month,75,Yes,New,9.375
Female,0,No,57,Yes,No,Fiber optic,Month-to-month,20,No,Loyal,0.344827586
Male,1,No,14,Yes,Yes,DSL,Month-to-month,75,Yes,Medium,5
Male,0,No,11,No,Yes,Fiber optic,Two year,42,Yes,New,3.5
Male,0,No,4,Yes,No,DSL,One year,20,No,New,4
Male,0,No,43,Yes,No,DSL,Month-to-month,94,No,Medium,2.136363636
Male,0,No,62,Yes,No,Fiber optic,Month-to-month,74,No,Loyal,1.174603175
Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,96,Yes,New,7.384615385
Male,0,Yes,11,Yes,No,DSL,One year,20,No,New,1.666666667
Female,0,No,19,Yes,No,Fiber optic,Month-to-month,60,No,Medium,3
Male,0,No,44,Yes,No,DSL,One year,106,No,Medium,2.355555556
Female,1,Yes,11,Yes,Yes,Fiber optic,Month-to-month,78,No,New,6.5
Male,0,Yes,72,Yes,Yes,DSL,Two year,81,No,Loyal,1.109589041
Female,0,No,43,Yes,No,Fiber optic,Month-to-month,105,Yes,Medium,2.386363636
Male,0,No,3,Yes,Yes,DSL,Month-to-month,20,Yes,New,5
Female,1,No,5,Yes,No,DSL,Month-to-month,81,No,New,13.5
Male,0,No,2,No,No,Fiber optic,Month-to-month,30,Yes,New,10
Male,0,Yes,68,Yes,Yes,Fiber optic,Month-to-month,86,No,Loyal,1.246376812
Male,1,No,33,Yes,No,Fiber optic,Month-to-month,94,Yes,Medium,2.764705882
Female,0,No,11,No,No,DSL,Month-to-month,36,No,New,3
Male,1,No,69,Yes,Yes,DSL,One year,90,Yes,Loyal,1.285714286
Female,0,No,66,Yes,No,DSL,Two year,105,No,Loyal,1.567164179
Male,0,Yes,29,Yes,No,DSL,Month-to-month,76,No,Medium,2.533333333
Male,0,Yes,8,Yes,No,DSL,Two year,45,No,New,5
Male,1,No,72,No,Yes,DSL,Two year,64,No,Loyal,0.876712329
Female,0,Yes,8,Yes,Yes,DSL,Month-to-month,45,No,New,5
Female,0,No,32,Yes,No,DSL,Month-to-month,104,No,Medium,3.151515152
Female,0,Yes,56,Yes,No,Fiber optic,Month-to-month,20,No,Loyal,0.350877193
Male,0,No,10,Yes,No,DSL,Month-to-month,81,Yes,New,7.363636364
Female,0,No,44,Yes,No,Fiber optic,Month-to-month,62,No,Medium,1.377777778
Female,0,Yes,23,Yes,Yes,Fiber optic,Month-to-month,84,Yes,Medium,3.5
Female,0,No,4,No,Yes,Fiber optic,Month-to-month,48,No,New,9.6
Female,0,Yes,36,Yes,Yes,Fiber optic,One year,51,No,Medium,1.378378378
Male,0,No,47,Yes,Yes,Fiber optic,One year,83,Yes,Medium,1.729166667
Female,0,Yes,2,No,Yes,Fiber optic,Month-to-month,30,No,New,10
Female,0,Yes,52,Yes,No,Fiber optic,Month-to-month,20,No,Loyal,0.377358491
Female,0,No,5,Yes,Yes,Fiber optic,Month-to-month,91,Yes,New,15.16666667
Female,0,Yes,64,Yes,Yes,Fiber optic,Month-to-month,66,No,Loyal,1.015384615
Male,0,No,2,Yes,No,DSL,One year,50,No,New,16.66666667
Female,0,No,8,Yes,Yes,Fiber optic,Month-to-month,20,No,New,2.222222222
Female,0,No,1,Yes,No,DSL,Month-to-month,70,Yes,New,35
Male,0,No,1,No,Yes,DSL,Two year,45,Yes,New,22.5
Male,0,Yes,60,Yes,No,DSL,Month-to-month,60,No,Loyal,0.983606557
Male,0,No,20,Yes,No,DSL,Two year,91,No,Medium,4.333333333
Male,0,Yes,22,Yes,Yes,DSL,One year,51,No,Medium,2.217391304
Male,0,Yes,54,Yes,Yes,Fiber optic,One year,71,No,Loyal,1.290909091
Male,0,No,1,Yes,No,DSL,Month-to-month,81,No,New,40.5
Male,0,No,13,Yes,Yes,Fiber optic,Two year,19,No,Medium,1.357142857
Female,1,Yes,24,Yes,Yes,DSL,Month-to-month,97,No,Medium,3.88
Female,1,No,6,Yes,No,DSL,Two year,74,No,New,10.57142857
Male,1,No,38,Yes,No,Fiber optic,Month-to-month,103,No,Medium,2.641025641
Female,0,No,12,Yes,No,DSL,One year,85,No,New,6.538461538
Male,0,No,26,No,No,DSL,Two year,45,No,Medium,1.666666667
Female,0,Yes,6,No,No,DSL,Month-to-month,41,No,New,5.857142857
Male,0,Yes,67,Yes,Yes,DSL,One year,87,Yes,Loyal,1.279411765
Male,1,No,62,Yes,Yes,Fiber optic,Month-to-month,104,Yes,Loyal,1.650793651
Male,0,Yes,50,No,No,DSL,Month-to-month,39,No,Loyal,0.764705882
Male,0,Yes,72,No,Yes,DSL,Two year,66,No,Loyal,0.904109589
Female,1,Yes,31,Yes,No,DSL,Month-to-month,99,Yes,Medium,3.09375
Male,0,No,72,Yes,No,DSL,One year,92,No,Loyal,1.260273973
Male,0,No,51,No,Yes,DSL,Month-to-month,44,No,Loyal,0.846153846
Female,0,Yes,60,Yes,Yes,Fiber optic,One year,115,No,Loyal,1.885245902
Female,0,Yes,24,Yes,No,DSL,Two year,20,No,Medium,0.8
Female,0,No,2,Yes,No,DSL,One year,81,Yes,New,27
Female,0,No,4,Yes,No,Fiber optic,Month-to-month,78,Yes,New,15.6
Female,0,No,67,Yes,No,DSL,Month-to-month,66,No,Loyal,0.970588235
Female,0,No,69,Yes,Yes,Fiber optic,Month-to-month,106,No,Loyal,1.514285714
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,70,Yes,New,35
Male,0,No,67,Yes,Yes,DSL,Two year,25,No,Loyal,0.367647059
Male,0,No,1,Yes,No,DSL,Two year,90,Yes,New,45
Male,1,No,67,Yes,No,DSL,Month-to-month,84,No,Loyal,1.235294118
Female,1,No,27,Yes,Yes,Fiber optic,Month-to-month,86,No,Medium,3.071428571
Female,0,No,41,Yes,No,DSL,Month-to-month,106,No,Medium,2.523809524
Male,0,Yes,64,Yes,No,DSL,One year,109,No,Loyal,1.676923077
Female,0,No,1,Yes,Yes,DSL,Two year,70,Yes,New,35
Male,0,No,6,Yes,No,DSL,Month-to-month,45,Yes,New,6.428571429
Male,0,Yes,72,No,No,Fiber optic,Month-to-month,65,No,Loyal,0.890410959
Female,0,Yes,57,Yes,Yes,Fiber optic,One year,70,Yes,Loyal,1.206896552
Male,0,No,70,Yes,No,DSL,Month-to-month,73,No,Loyal,1.028169014
Male,1,No,10,Yes,No,DSL,Month-to-month,86,Yes,New,7.818181818
Male,0,No,1,Yes,Yes,Fiber optic,One year,56,Yes,New,28
Female,1,No,71,Yes,Yes,Fiber optic,Month-to-month,90,No,Loyal,1.25
Female,0,Yes,3,No,Yes,DSL,Two year,40,No,New,10
Female,0,No,63,Yes,Yes,DSL,Month-to-month,24,No,Loyal,0.375
Female,0,No,25,Yes,No,Fiber optic,Month-to-month,75,No,Medium,2.884615385
Male,0,Yes,62,Yes,No,DSL,Two year,24,No,Loyal,0.380952381
Female,0,No,55,Yes,Yes,Fiber optic,Month-to-month,95,No,Loyal,1.696428571
Male,0,Yes,52,Yes,No,Fiber optic,Month-to-month,79,No,Loyal,1.490566038
Female,0,Yes,16,Yes,Yes,Fiber optic,One year,81,Yes,Medium,4.764705882
Female,0,Yes,29,Yes,Yes,DSL,Two year,88,No,Medium,2.933333333
Female,0,No,2,No,Yes,DSL,Two year,35,Yes,New,11.66666667
Male,0,No,8,Yes,No,DSL,Two year,71,No,New,7.888888889
Female,0,No,5,Yes,No,Fiber optic,Month-to-month,85,No,New,14.16666667
Female,1,No,32,Yes,Yes,Fiber optic,Month-to-month,74,Yes,Medium,2.242424242
Male,0,Yes,72,Yes,No,Fiber optic,Two year,84,No,Loyal,1.150684932
Male,0,Yes,7,No,No,DSL,One year,50,No,New,6.25
Male,1,No,18,Yes,Yes,Fiber optic,One year,58,No,Medium,3.052631579
Female,0,No,48,Yes,Yes,Fiber optic,Month-to-month,105,No,Medium,2.142857143
Female,1,No,71,Yes,Yes,Fiber optic,Month-to-month,96,No,Loyal,1.333333333
Male,0,No,1,Yes,No,DSL,Two year,70,Yes,New,35
Male,0,No,69,Yes,No,DSL,One year,105,No,Loyal,1.5
Male,0,No,60,Yes,No,DSL,Month-to-month,20,No,Loyal,0.327868852
Male,1,No,1,No,No,DSL,Month-to-month,25,Yes,New,12.5
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,49,No,New,24.5
Male,0,No,38,Yes,No,DSL,One year,92,No,Medium,2.358974359
Male,0,No,31,Yes,No,DSL,Two year,99,No,Medium,3.09375
Female,1,No,14,Yes,Yes,Fiber optic,Two year,79,No,Medium,5.266666667
Female,1,No,71,Yes,No,DSL,Two year,110,No,Loyal,1.527777778
Male,0,No,2,Yes,No,DSL,One year,81,Yes,New,27
Male,0,Yes,64,Yes,No,Fiber optic,Two year,93,No,Loyal,1.430769231
Female,0,No,9,Yes,Yes,DSL,One year,81,No,New,8.1
Female,0,No,56,Yes,Yes,Fiber optic,Two year,106,No,Loyal,1.859649123
Female,0,No,11,Yes,No,DSL,Month-to-month,94,No,New,7.833333333
Male,0,Yes,72,Yes,Yes,Fiber optic,Month-to-month,19,No,Loyal,0.260273973
Female,0,No,1,Yes,Yes,DSL,Month-to-month,20,No,New,10
Male,0,No,60,Yes,No,DSL,Two year,109,No,Loyal,1.786885246
Male,1,No,33,No,Yes,Fiber optic,Two year,50,No,Medium,1.470588235
Male,0,Yes,72,Yes,No,DSL,Month-to-month,20,No,Loyal,0.273972603
Female,0,No,26,Yes,Yes,DSL,Two year,87,No,Medium,3.222222222
Female,0,No,3,Yes,Yes,DSL,Two year,86,Yes,New,21.5
Female,0,Yes,22,No,No,Fiber optic,Month-to-month,39,No,Medium,1.695652174
Female,1,No,22,Yes,No,DSL,Two year,64,No,Medium,2.782608696
Female,0,No,1,Yes,No,DSL,One year,54,Yes,New,27
Male,0,Yes,27,Yes,No,Fiber optic,Month-to-month,55,No,Medium,1.964285714
Female,0,No,1,Yes,Yes,DSL,One year,70,Yes,New,35
Female,0,No,41,Yes,No,DSL,Month-to-month,106,Yes,Medium,2.523809524
Female,1,No,14,Yes,Yes,DSL,Month-to-month,74,Yes,Medium,4.933333333
Male,0,No,7,Yes,Yes,DSL,One year,69,Yes,New,8.625
Female,0,No,32,Yes,Yes,DSL,Two year,54,No,Medium,1.636363636
Male,0,Yes,41,Yes,No,DSL,One year,68,No,Medium,1.619047619
Female,1,Yes,4,Yes,No,DSL,One year,46,Yes,New,9.2
Male,0,No,56,Yes,No,Fiber optic,Month-to-month,26,No,Loyal,0.456140351
Female,1,No,33,Yes,Yes,Fiber optic,One year,110,Yes,Medium,3.235294118
Male,1,No,2,Yes,Yes,Fiber optic,One year,66,Yes,New,22
Male,0,No,28,Yes,No,Fiber optic,One year,106,Yes,Medium,3.655172414
Female,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,54,No,New,27
Male,0,Yes,1,Yes,No,Fiber optic,Month-to-month,19,No,New,9.5
Female,0,No,2,Yes,Yes,Fiber optic,Month-to-month,70,Yes,New,23.33333333
Male,1,No,4,Yes,No,DSL,Month-to-month,74,Yes,New,14.8
Male,0,No,34,Yes,Yes,Fiber optic,Two year,105,No,Medium,3
Female,0,No,64,Yes,Yes,Fiber optic,One year,58,No,Loyal,0.892307692
Male,0,No,7,Yes,No,DSL,One year,19,No,New,2.375
Male,0,Yes,51,Yes,Yes,DSL,Two year,84,No,Loyal,1.615384615
Male,0,No,21,Yes,No,Fiber optic,Month-to-month,20,No,Medium,0.909090909
Female,0,No,21,Yes,No,DSL,Two year,71,No,Medium,3.227272727
Male,1,No,57,Yes,Yes,Fiber optic,Month-to-month,91,No,Loyal,1.568965517
Male,0,No,6,Yes,Yes,DSL,Two year,76,Yes,New,10.85714286
Female,0,No,8,Yes,No,DSL,Two year,49,No,New,5.444444444
Male,0,Yes,18,No,No,Fiber optic,Month-to-month,26,No,Medium,1.368421053
Male,1,No,7,Yes,No,DSL,Two year,70,Yes,New,8.75
Male,0,No,35,Yes,No,DSL,Two year,60,No,Medium,1.666666667
Female,0,No,32,Yes,Yes,Fiber optic,Month-to-month,75,No,Medium,2.272727273
Female,0,No,30,Yes,Yes,Fiber optic,Month-to-month,100,No,Medium,3.225806452
Male,0,Yes,26,Yes,No,Fiber optic,Month-to-month,50,No,Medium,1.851851852
Male,0,No,38,Yes,No,DSL,One year,95,No,Medium,2.435897436
Female,1,No,41,Yes,No,DSL,Two year,113,Yes,Medium,2.69047619
Male,0,Yes,34,No,No,DSL,One year,45,No,Medium,1.285714286
Male,1,No,55,Yes,Yes,Fiber optic,Two year,60,No,Loyal,1.071428571
Female,1,No,57,Yes,No,Fiber optic,Month-to-month,94,No,Loyal,1.620689655
Female,1,No,66,Yes,No,DSL,Two year,105,No,Loyal,1.567164179
Male,0,No,43,Yes,No,Fiber optic,Month-to-month,86,No,Medium,1.954545455
Female,0,Yes,32,Yes,No,DSL,Two year,76,No,Medium,2.303030303
Female,0,No,40,Yes,Yes,DSL,Two year,81,No,Medium,1.975609756
Female,0,No,41,Yes,Yes,DSL,One year,98,No,Medium,2.333333333
Male,1,No,30,Yes,No,Fiber optic,Month-to-month,90,No,Medium,2.903225806
Female,0,No,3,Yes,No,DSL,One year,80,Yes,New,20
Female,0,Yes,54,Yes,No,Fiber optic,Month-to-month,104,No,Loyal,1.890909091
Male,0,No,9,Yes,No,DSL,Two year,95,Yes,New,9.5
Male,1,No,7,Yes,Yes,DSL,Two year,75,No,New,9.375
Male,0,No,58,Yes,Yes,DSL,Two year,100,No,Loyal,1.694915254
Male,0,No,52,Yes,Yes,DSL,One year,89,No,Loyal,1.679245283
Male,0,Yes,26,No,Yes,Fiber optic,Month-to-month,40,No,Medium,1.481481481
Female,0,No,34,Yes,Yes,DSL,One year,20,No,Medium,0.571428571
Male,0,No,53,Yes,Yes,Fiber optic,Two year,81,No,Loyal,1.5
Male,0,No,15,Yes,Yes,Fiber optic,Month-to-month,88,No,Medium,5.5
Male,0,Yes,1,Yes,No,DSL,Two year,19,Yes,New,9.5
Female,0,No,5,Yes,Yes,DSL,Month-to-month,56,No,New,9.333333333
Female,0,Yes,34,Yes,No,DSL,Month-to-month,105,No,Medium,3
Female,0,No,32,Yes,No,DSL,One year,101,No,Medium,3.060606061
Female,0,Yes,41,No,No,DSL,Month-to-month,35,No,Medium,0.833333333
Female,0,No,25,No,No,DSL,One year,54,No,Medium,2.076923077
Male,0,Yes,17,Yes,No,DSL,Two year,62,No,Medium,3.444444444
Female,0,No,17,Yes,Yes,Fiber optic,Two year,25,No,Medium,1.388888889
Female,0,No,70,Yes,No,DSL,Month-to-month,85,No,Loyal,1.197183099
Male,0,Yes,43,Yes,No,DSL,One year,19,No,Medium,0.431818182
Male,0,Yes,71,Yes,Yes,DSL,One year,24,No,Loyal,0.333333333
Male,1,No,2,No,No,DSL,One year,24,Yes,New,8
Male,0,No,49,Yes,No,DSL,Two year,75,No,Loyal,1.5
Female,1,No,72,Yes,No,Fiber optic,Month-to-month,105,No,Loyal,1.438356164
Male,0,No,26,Yes,Yes,DSL,Month-to-month,84,No,Medium,3.111111111
Female,0,No,18,Yes,No,Fiber optic,Month-to-month,20,No,Medium,1.052631579
Male,0,Yes,1,Yes,No,Fiber optic,Month-to-month,93,Yes,New,46.5
Male,0,No,9,No,Yes,Fiber optic,Two year,24,Yes,New,2.4
Male,0,No,28,Yes,Yes,Fiber optic,Month-to-month,77,No,Medium,2.655172414
Female,0,Yes,60,Yes,No,Fiber optic,One year,19,No,Loyal,0.31147541
Male,0,No,23,Yes,Yes,Fiber optic,Two year,21,No,Medium,0.875
Female,0,No,15,Yes,No,DSL,Two year,80,Yes,Medium,5
Female,0,No,29,Yes,No,Fiber optic,Month-to-month,67,No,Medium,2.233333333
Female,0,No,11,Yes,No,Fiber optic,Month-to-month,55,No,New,4.583333333
Male,0,No,27,Yes,No,DSL,Month-to-month,69,No,Medium,2.464285714
Male,0,No,1,Yes,No,DSL,One year,70,Yes,New,35
Female,0,No,66,Yes,No,Fiber optic,Month-to-month,91,No,Loyal,1.358208955
Female,1,No,2,Yes,Yes,Fiber optic,Month-to-month,57,No,New,19
Female,0,Yes,19,Yes,Yes,Fiber optic,Month-to-month,20,No,Medium,1
Male,0,Yes,62,Yes,Yes,Fiber optic,Month-to-month,95,No,Loyal,1.507936508
Female,0,No,51,Yes,No,DSL,Month-to-month,79,No,Loyal,1.519230769
Female,0,No,72,Yes,Yes,DSL,Two year,94,No,Loyal,1.287671233
Male,0,No,10,Yes,Yes,Fiber optic,Month-to-month,90,Yes,New,8.181818182
Female,0,No,37,Yes,Yes,DSL,Month-to-month,68,No,Medium,1.789473684
Female,0,Yes,35,Yes,Yes,Fiber optic,Month-to-month,50,No,Medium,1.388888889
Female,0,No,10,Yes,No,Fiber optic,Month-to-month,61,No,New,5.545454545
Female,0,Yes,26,Yes,Yes,Fiber optic,Month-to-month,20,No,Medium,0.740740741
Male,0,No,72,Yes,No,DSL,Month-to-month,82,No,Loyal,1.123287671
Female,1,No,38,Yes,Yes,Fiber optic,Two year,100,Yes,Medium,2.564102564
Female,0,No,18,Yes,No,Fiber optic,Month-to-month,100,Yes,Medium,5.263157895
Male,0,No,56,Yes,Yes,Fiber optic,Two year,53,No,Loyal,0.929824561
Female,0,No,36,Yes,No,DSL,Month-to-month,54,No,Medium,1.459459459
Male,0,Yes,22,Yes,Yes,Fiber optic,Month-to-month,89,No,Medium,3.869565217
Male,0,Yes,65,Yes,Yes,DSL,Two year,104,No,Loyal,1.575757576
Male,0,No,27,Yes,Yes,DSL,Two year,54,No,Medium,1.928571429
Female,0,No,29,Yes,Yes,Fiber optic,Month-to-month,74,No,Medium,2.466666667
Male,1,No,10,Yes,No,DSL,Month-to-month,95,Yes,New,8.636363636
Female,1,No,50,Yes,No,DSL,Month-to-month,105,No,Loyal,2.058823529
Male,0,No,9,Yes,Yes,Fiber optic,One year,86,No,New,8.6
Male,0,Yes,23,Yes,Yes,Fiber optic,Two year,24,No,Medium,1
Male,0,Yes,24,Yes,No,DSL,Two year,55,Yes,Medium,2.2
Male,0,No,1,Yes,Yes,Fiber optic,One year,56,No,New,28
Male,0,No,20,Yes,Yes,Fiber optic,Month-to-month,64,No,Medium,3.047619048
Male,0,No,58,Yes,Yes,DSL,Two year,60,Yes,Loyal,1.016949153
Male,1,No,72,Yes,No,Fiber optic,One year,93,No,Loyal,1.273972603
Male,0,No,14,Yes,Yes,Fiber optic,Month-to-month,50,No,Medium,3.333333333
Female,0,Yes,62,Yes,No,Fiber optic,Month-to-month,55,No,Loyal,0.873015873
Female,1,No,37,Yes,No,DSL,One year,76,Yes,Medium,2
Male,0,No,29,No,No,Fiber optic,One year,34,No,Medium,1.133333333
Female,0,No,62,Yes,Yes,Fiber optic,Two year,19,No,Loyal,0.301587302
Female,0,Yes,46,Yes,No,DSL,Two year,100,No,Medium,2.127659574
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,94,Yes,New,31.33333333
Female,0,No,50,Yes,No,DSL,One year,96,No,Loyal,1.882352941
Male,0,No,24,Yes,Yes,Fiber optic,One year,105,Yes,Medium,4.2
Male,1,No,55,Yes,Yes,DSL,Two year,114,No,Loyal,2.035714286
Female,0,No,64,Yes,Yes,DSL,One year,115,No,Loyal,1.769230769
Female,0,No,4,Yes,No,DSL,Month-to-month,89,Yes,New,17.8
Female,0,No,6,No,Yes,DSL,Two year,29,No,New,4.142857143
Male,1,No,1,Yes,Yes,Fiber optic,Two year,76,Yes,New,38
Male,0,Yes,37,Yes,No,Fiber optic,Month-to-month,63,No,Medium,1.657894737
Male,1,No,71,Yes,Yes,DSL,Two year,25,No,Loyal,0.347222222
Male,0,Yes,29,No,Yes,Fiber optic,Month-to-month,55,No,Medium,1.833333333
Male,0,No,7,Yes,No,DSL,Two year,89,Yes,New,11.125
Male,0,No,32,Yes,Yes,Fiber optic,Month-to-month,99,No,Medium,3
Female,0,No,59,Yes,Yes,Fiber optic,Month-to-month,95,No,Loyal,1.583333333
Male,0,Yes,40,Yes,No,DSL,Month-to-month,75,No,Medium,1.829268293
Male,0,No,10,No,Yes,Fiber optic,One year,30,Yes,New,2.727272727
Female,0,No,27,Yes,No,Fiber optic,Month-to-month,19,No,Medium,0.678571429
Female,0,No,7,Yes,Yes,Fiber optic,Month-to-month,86,Yes,New,10.75
Male,0,Yes,65,Yes,Yes,Fiber optic,One year,25,No,Loyal,0.378787879
Female,0,No,10,Yes,Yes,DSL,Month-to-month,81,Yes,New,7.363636364
Female,0,Yes,23,Yes,Yes,DSL,One year,84,No,Medium,3.5
Female,0,Yes,47,Yes,No,DSL,One year,85,No,Medium,1.770833333
Male,0,No,11,Yes,Yes,DSL,Month-to-month,55,No,New,4.583333333
Male,0,No,12,No,Yes,Fiber optic,Month-to-month,34,No,New,2.615384615
Male,0,Yes,30,No,No,DSL,Month-to-month,44,No,Medium,1.419354839
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,76,Yes,New,38
Female,0,No,57,Yes,Yes,Fiber optic,One year,109,No,Loyal,1.879310345
Male,1,No,11,Yes,No,DSL,Two year,70,No,New,5.833333333
Female,0,No,9,Yes,Yes,Fiber optic,Month-to-month,20,No,New,2
Female,0,No,4,Yes,No,DSL,One year,70,Yes,New,14
Male,0,No,13,Yes,Yes,Fiber optic,Two year,74,No,Medium,5.285714286
Female,0,No,35,Yes,Yes,Fiber optic,Month-to-month,21,No,Medium,0.583333333
Male,0,No,67,No,No,DSL,Month-to-month,51,No,Loyal,0.75
Male,0,Yes,51,Yes,No,DSL,Two year,48,No,Loyal,0.923076923
Male,0,No,1,Yes,No,DSL,Month-to-month,51,Yes,New,25.5
Female,0,Yes,71,Yes,Yes,Fiber optic,Two year,100,No,Loyal,1.388888889
Male,1,No,29,Yes,Yes,DSL,One year,79,No,Medium,2.633333333
Female,0,No,33,Yes,No,DSL,Month-to-month,104,Yes,Medium,3.058823529
Female,0,Yes,11,No,Yes,Fiber optic,Two year,36,No,New,3
Male,0,Yes,13,Yes,Yes,Fiber optic,Month-to-month,78,No,Medium,5.571428571
Male,0,Yes,42,Yes,No,DSL,Two year,19,No,Medium,0.441860465
Female,0,No,8,No,No,DSL,Month-to-month,29,No,New,3.222222222
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,44,Yes,New,22
Male,0,No,72,Yes,No,DSL,Two year,108,No,Loyal,1.479452055
Male,0,Yes,47,Yes,No,DSL,Two year,87,No,Medium,1.8125
Male,0,Yes,30,Yes,No,DSL,Month-to-month,85,No,Medium,2.741935484
Male,0,No,51,Yes,Yes,DSL,One year,112,No,Loyal,2.153846154
Female,0,No,16,Yes,No,DSL,One year,95,No,Medium,5.588235294
Female,0,No,34,Yes,Yes,DSL,Month-to-month,100,No,Medium,2.857142857
Male,0,No,8,Yes,No,DSL,Two year,87,Yes,New,9.666666667
Male,1,No,60,Yes,No,DSL,Month-to-month,72,No,Loyal,1.180327869
Male,0,No,72,Yes,No,DSL,Month-to-month,116,No,Loyal,1.589041096
Male,0,Yes,12,Yes,Yes,Fiber optic,Month-to-month,20,No,New,1.538461538
Female,0,Yes,65,Yes,Yes,Fiber optic,Month-to-month,82,No,Loyal,1.242424242
Male,0,Yes,32,Yes,No,Fiber optic,Month-to-month,19,No,Medium,0.575757576
Female,0,Yes,67,Yes,No,Fiber optic,Month-to-month,94,Yes,Loyal,1.382352941
Male,0,No,45,Yes,Yes,Fiber optic,Two year,79,No,Medium,1.717391304
Female,0,Yes,60,No,Yes,Fiber optic,Two year,60,No,Loyal,0.983606557
Female,0,No,1,Yes,Yes,Fiber optic,Two year,55,No,New,27.5
Female,0,No,58,Yes,Yes,DSL,Month-to-month,65,No,Loyal,1.101694915
Female,0,No,9,Yes,Yes,DSL,Two year,95,Yes,New,9.5
Female,0,No,1,Yes,No,DSL,One year,74,No,New,37
Male,0,Yes,8,Yes,No,DSL,Month-to-month,24,No,New,2.666666667
Male,0,No,2,Yes,No,Fiber optic,Two year,45,Yes,New,15
Female,0,Yes,47,Yes,No,DSL,One year,20,No,Medium,0.416666667
Female,1,No,1,Yes,No,DSL,Month-to-month,74,Yes,New,37
Female,0,No,1,No,No,Fiber optic,Month-to-month,26,No,New,13
Female,0,No,10,Yes,Yes,Fiber optic,Month-to-month,101,Yes,New,9.181818182
Male,0,No,29,No,Yes,Fiber optic,Month-to-month,25,No,Medium,0.833333333
